bounds_fid,city_label,country,green_corr,trees_corr,n_nodes,mean_density,mean_green_dist,mean_trees_dist
248,Jastrzębie-Zdrój,PL,0.2459987002804231,-0.4554091609724788,9269,2902.728546147695,63.91717,173.17479
249,Cherbourg,FR,0.4173487734324174,-0.30928164870824515,9596,2135.1805889849597,138.24127,175.50656
250,Kladno,CZ,0.3184942692216188,-0.5808856779252972,11585,2891.2280552133743,120.32106,178.4552
251,Pardubice,CZ,0.14289953110481252,-0.2997350684954852,18832,2946.474946441024,106.63636,118.0912
252,Bielsko-Biała,PL,0.40458224370749934,-0.2538947668026039,27566,2675.0219442479834,161.15718,130.62704
253,Amiens,FR,0.09502718054871326,-0.37123948035241083,19594,2874.547711223954,137.84198,136.72661
254,Ostrava,CZ,0.07522404507840875,-0.15951742535096347,16768,2177.649965346734,144.6736,152.28241
255,Ostrava,CZ,0.1325299178183942,-0.5612394551126769,10753,3230.296504056287,71.50378,178.73256
256,Nowy Sącz,PL,0.45167395879785055,-0.20865547511887111,11531,2302.7515220364153,123.8826,242.18246
257,Hanau,DE,0.46978319631206733,-0.37364977191404064,20177,1895.6613171734275,147.21373,297.84116
258,Innenstadt 1,DE,0.33977618773857426,-0.411493013077823,135348,3694.997063302251,123.355194,196.57472
259,Praha,CZ,0.16726238728681533,-0.2803553398864824,169593,4415.814714495909,93.65828,118.25953
260,Havířov,CZ,0.27257211732781206,-0.38439312640617096,13117,2513.361405185618,69.3768,228.02626
261,Ostrava,CZ,-0.016036513908008424,-0.3570223431959612,16345,3310.5359011731302,136.92877,147.10208
262,Biebrich,DE,0.4366579513938904,-0.4903043332489527,32327,2976.336778714981,140.27797,200.25781
263,Schweinfurt,DE,0.38595785931900434,-0.555826602371396,21621,1647.0975507988076,130.74615,327.3681
264,Altstadt,DE,0.3035833234793991,-0.4758578102156461,50160,2987.7271436913506,136.8637,219.98987
265,Rüsselsheim am Main,DE,0.4060166023077903,-0.6195314691488378,20951,2115.610790869375,133.9031,277.3296
266,Aschaffenburg,DE,0.43597049808507804,-0.4798623368093633,15257,1987.6187888048962,121.51901,196.36331
267,"Gartenstadt, Wendelhöfen",DE,0.39573277576090327,-0.5077946785920158,18635,1780.3285465726942,120.80751,187.34537
268,Le Havre,FR,0.06818198046139834,-0.2068364412291389,25152,3051.5440066597143,209.76018,118.33596
269,Bamberg,DE,0.3980718022921056,-0.3998798428932956,19575,1842.8238271861107,131.60406,219.9198
270,Darmstadt-Nord,DE,0.36874260557992794,-0.5747207028769625,26263,2783.122220141747,125.12622,267.57007
271,Olomouc,CZ,0.17944789522139856,-0.15228610880991408,18449,3260.587498409423,133.01633,147.3578
272,Plzeň,CZ,0.3777452454591361,-0.2817009996900406,27126,2905.3191242621538,140.96696,156.0006
273,Mitte-Gartenfeld,DE,0.41024547643483567,-0.5254995636001121,21145,1801.632550681247,93.186485,232.6304
274,Höchberg,DE,0.38138896297296143,-0.5056476782080844,38649,2007.0904281378912,96.88882,256.39383
275,Rouen,FR,0.3223726169724111,-0.2242386748653348,53019,2966.803085992168,191.51562,183.34882
276,Alzingen,LU,0.4268978705424196,-0.6100501353706554,35459,2018.7896194704658,87.4926,346.66647
277,Caen,FR,0.22989207332057876,-0.3523801896155373,41276,2425.99837108772,184.50175,184.48038
278,Uttenreuth (VGem),DE,0.44916270767449046,-0.5398932799625296,30183,2023.5397185355005,105.89203,243.57991
279,Žilina,SK,0.331773286008136,-0.5170016016553541,17088,3235.7745970270225,115.07921,226.45497
280,Senlis,FR,0.29528681874157797,-0.38551100098649005,13987,2434.573141906723,120.54997,196.63774
281,Innenstadt/Jungbusch,DE,0.2851985666539596,-0.4196282421101845,89638,3092.8975848404384,189.1536,192.01201
282,Kaiserslautern,DE,0.5048979611935799,-0.4926633748745921,16126,2361.1264974746246,117.488014,302.17093
284,Zirndorf,DE,0.42375556810540255,-0.3327477396398872,95670,3243.4917803699286,121.37561,231.56099
285,Reims,FR,0.1742724348209271,-0.34275506426750996,29367,3262.408632158743,159.69588,186.67305
286,Brno,CZ,0.4260688379689748,-0.5071808202368016,64203,3127.0156462051464,119.22457,180.70146
287,Altstadt,DE,0.5381579396015549,-0.47748852458758995,29965,2859.506778824727,131.47534,258.8513
288,Brest,FR,0.2632955168932469,-0.21673156565066345,19423,2866.6167253105277,147.05196,153.14977
289,Pontoise,FR,0.44129531295910646,0.1286635144312514,14675,3648.762408139054,184.58495,182.98143
290,Mantes-la-Jolie,FR,0.44982647988150504,-0.4038091289348947,15087,2334.44342770936,125.4405,232.22333
291,Košice,SK,0.33716837450410625,-0.3225547629824328,36241,4332.971082098616,103.03207,176.61583
292,Saarbrücken,DE,0.3198288181677841,-0.3511117915864925,33129,2125.4285188832064,121.92579,239.92538
293,Saint-Germain-en-Laye,FR,0.30965449531132655,-0.16199414577831797,4257,2968.1638690558793,199.26738,281.13507
294,Saint-Germain-en-Laye,FR,0.4461040543172253,-0.2980990813992102,25032,2573.926662311708,145.75377,242.62338
295,Meaux,FR,0.3434855478996373,-0.2057337914951777,10163,2810.123672034162,163.14748,270.94968
296,Metz,FR,0.20808780118059955,-0.2548645838948126,35560,2434.3371211738618,157.06113,172.27359
297,Böckingen,DE,0.5949694522367188,-0.595362135597358,28041,2122.0002507662957,107.68068,296.59946
298,Versailles,FR,0.401724486214773,-0.22363386899978727,13161,2425.448284194424,153.17393,250.60516
299,Banská Bystrica,SK,0.21611123480927133,-0.4875404837025234,15384,2159.54017159463,75.848495,214.54207
300,České Budějovice,CZ,0.32018123157245887,-0.37575523650397574,19431,2719.620737156489,136.07896,134.97519
301,Rambouillet,FR,0.32174018604571586,-0.2974629801181108,35099,2910.8647628170306,147.8666,161.2952
302,Lappersdorf,DE,0.3287833723275149,-0.4787635591463137,33840,2216.1903100933805,109.669914,251.69601
303,Manolești,RO,0.4524099450317518,-0.3280762702571018,7188,4848.037062298012,123.38171,170.9761
304,Neureut,DE,0.2982690527345305,-0.47453748916437893,57547,2979.496671654005,105.2616,206.6923
305,Büchenbronn,DE,0.4365020754389615,-0.5201254103066635,22029,2700.425799330138,105.639145,271.02344
306,Ludwigsburg,DE,0.43975881499598163,-0.4981740796824116,31566,2417.072658561597,118.2621,244.88321
307,Palaiseau,FR,0.3202570546618179,-0.12492464980273014,790247,6333.53658347649,185.10101,165.77531
308,Melun,FR,0.43488808229142356,-0.13987565318909242,15707,2677.089009968868,125.33175,220.11296
309,Chartres,FR,0.4016824950262998,-0.48947917873032754,16297,1797.6840748146283,194.47342,234.36003
310,Stuttgart-Mitte,DE,0.4308512037946719,-0.37884008547424075,147692,2926.681228105049,101.485985,208.93375
311,Möhringen,DE,0.32092854158617873,-0.34299874662592095,7024,2943.303853385805,145.87111,240.71936
312,Mitte,DE,0.32058265739151537,-0.4437661655259763,26947,1949.2933998970504,148.43181,243.12865
313,Nancy,FR,0.4503310452748963,-0.39344130538918437,30433,3125.4208807865452,139.99416,178.45483
314,Vaihingen,DE,0.443027375200116,-0.3374588599880581,22451,2859.1154583182242,92.79979,250.65155
315,Esslingen am Neckar,DE,0.4276143344678175,-0.4120615577045759,34224,2302.4638396583173,93.58035,272.4564
316,Rennes,FR,0.16554996806217645,-0.324605696538827,41371,3716.355830410062,191.48976,178.2862
317,Vereinbarte Verwaltungsgemeinschaft der Stadt Göppingen,DE,0.5779955890252642,-0.5244184796153905,26895,1515.9461562429092,92.29656,309.0074
318,Böblingen,DE,0.31022339689653,-0.5451379040565661,28040,2058.811400018777,150.10036,366.97455
319,Trnava,SK,0.22149020864132332,-0.41238997805629357,10379,2967.420897161856,133.55699,176.48654
320,Miskolc,HU,0.49198554714733284,-0.41086266975580404,18725,2154.7469334587927,147.84283,175.88419
321,Nitra,SK,0.08150206076039464,-0.5087778374190495,15989,2236.0773711658608,127.78202,183.96222
322,Nyíregyháza,HU,0.2545176195764719,-0.33178010151476645,10742,2808.837679530383,201.6635,195.0122
323,Lorient,FR,0.3221154924235705,-0.42091651339367614,4628,1834.2397217115463,170.51733,274.32382
324,Strasbourg,FR,0.31700403639385416,-0.3735039132271129,60461,3688.9156603281945,131.95677,193.0108
325,Ergolding,DE,0.4685882770783775,-0.5854445641394809,20809,1523.4846626370615,86.02483,251.94104
326,Miroslava,RO,0.5854871611530185,-0.4199913779128525,27543,4145.690055944812,165.23018,244.43495
327,Satu Mare,RO,0.4883193752186748,-0.30161899537424547,8937,1899.8097718528118,131.42152,145.9489
328,Tübingen,DE,0.5605561332615578,-0.5771691399740662,18020,2347.3282827313656,89.55559,300.28546
329,Baia Mare,RO,0.6155827303681332,-0.062117347440968355,7943,4262.191103328074,205.46382,474.07443
330,Reutlingen,DE,0.5982086866093078,-0.5656878664033234,26318,2101.6563906034576,132.95436,261.2369
331,Troyes,FR,0.2725530497895127,-0.34980998870579794,19484,2443.677613013366,187.25787,115.350685
332,Le Mans,FR,0.2970353858555041,-0.19579300704094932,28210,2759.4361920028546,211.12616,236.75867
333,Vannes,FR,0.273964473044441,-0.15924737042983905,9032,1643.3753993201906,178.02309,190.05132
334,Neu-Ulm,DE,0.3469972333793794,-0.49416643129567406,43725,2191.151049039177,106.97937,227.82799
335,Bratislava,SK,0.20759948259327862,-0.3929428825106742,59984,4417.517233007639,161.11993,157.6136
336,Leonding,AT,0.2892656725108491,-0.3622656235695688,46428,2862.644327535003,152.35034,170.27197
337,Mödling,AT,0.34627390428332283,-0.24963437167408647,185923,5931.694286310201,132.64629,162.84776
338,Neusäß,DE,0.3578531476488322,-0.3919657713268274,68028,3063.378208954262,145.85574,215.84196
340,Orléans,FR,0.3370932095214948,-0.18087928987945093,41187,2401.0055119716,154.69194,210.07104
341,Piatra Neamț,RO,0.4303731390990182,-0.3481078994048739,6938,3337.1830399673754,169.47438,287.60492
342,Debrecen,HU,0.34616077646032123,-0.44259899038628875,21260,3074.378110731913,214.16989,177.4155
343,Colmar-Ribeauvillé,FR,0.5941223980509388,-0.5497108024652859,13717,2294.5206057808778,220.57387,218.86105
344,Unirea,RO,0.7020884451532056,-0.3702845349652949,5771,2787.2738380801084,230.15846,146.9402
346,Schwabing-Freimann,DE,0.3585023599007652,-0.33353868064937964,215372,4354.190453199655,146.04228,160.35661
347,VVG der Gemeinde Gundelfingen,DE,0.4817878862887905,-0.5466434797686278,40039,3125.169475462508,100.84725,253.52417
348,Angers,FR,0.31139249449942086,-0.08427663760869905,45615,2555.210987915627,161.5923,172.56981
349,Győr,HU,0.25841242181126395,-0.36649288710682915,13099,3033.9261701671962,134.36452,218.39339
350,Tatabánya,HU,0.4209003176494993,-0.5279115585134296,8355,2068.7505434265654,93.88241,220.1293
351,Măgura,RO,0.3829016730598011,-0.3496522644460309,9490,4287.188678351635,221.13182,194.87659
352,Stephanskirchen,DE,0.47012424578812345,-0.49104961089056337,15890,1807.6555943827939,90.26818,245.99113
353,Budapest,HU,0.4375969566771038,-0.5497359402556771,17386,1712.4750345560985,155.93001,282.7407
354,Wals-Siezenheim,AT,0.3476825705735962,-0.34966134449266295,29087,2821.62367185023,137.54764,188.67058
355,Nantes,FR,0.1105537332974995,-0.21175684420282714,66877,3650.2096196600273,165.94626,127.42779
356,Mulhouse,FR,0.4579977368730538,-0.5286418204495238,36340,2300.383811900376,160.25986,186.0125
357,Budapest,HU,0.31658950113124956,-0.30327927421999884,179654,4143.192677764393,210.6121,177.76706
358,Tours,FR,0.21839798191438972,-0.19709284170849806,46186,2967.981579458176,167.80524,115.01073
359,Érd,HU,0.6904280919989969,-0.539013855853874,23555,1217.4598636077928,221.22147,240.8876
360,Durach,DE,0.47591807872708647,-0.5501490729611949,15180,1957.5070607189093,119.58123,171.84804
361,Oradea,RO,0.2798451203601552,-0.43312674927970696,16235,4180.783789347306,169.8999,134.78262
362,Szigetszentmiklós,HU,0.6223928524704347,-0.5215878083826706,15914,1473.795501147107,150.70894,271.3588
363,Belfort,FR,0.5367091227223121,-0.510035268088481,15890,2026.6161962743101,142.09222,218.6648
364,Verwaltungsgemeinschaft Konstanz,DE,0.4884040419104307,-0.15716258376917377,12163,3643.9364610367006,251.05727,295.0667
365,Baciu,RO,0.5300379466061699,-0.3812814623551908,30289,4364.628693593579,134.19409,289.80338
366,Székesfehérvár,HU,0.3736675947473831,-0.42132271690118983,11335,2903.6198368434684,201.08443,218.15404
367,Târgu Mureș,RO,0.38367502903778145,-0.5057777390290503,13629,3730.466311858611,184.7717,175.41591
368,Basel,CH,0.44137406599669166,-0.5159158550585675,60412,3123.626797104159,214.27736,326.86874
369,Winterthur,CH,0.48245475026749296,-0.5075257063857579,29928,2323.551642755046,115.98259,394.94775
371,Baden,CH,0.3688324686309171,0.09484669839305154,1660,1537.7659714550934,344.4637,765.25397
372,Szombathely,HU,0.532982978066241,-0.30830290183418113,10752,2306.764576231115,161.49475,222.70804
373,Wittenbach,CH,0.5475646032142506,-0.5963526569372422,22356,1969.0194318671586,86.14725,343.38995
374,Dijon,FR,0.24356008042607874,-0.25630080552063933,33499,3036.2549720177285,151.45636,419.72983
376,Zürich,CH,0.029772203478427368,-0.06428407471923743,6617,5010.7676984142245,277.68045,213.14413
377,Kecskemét,HU,0.1519339162380413,-0.17869601823749148,10493,2681.1451412427105,172.35915,209.77219
378,Bourges,FR,0.13504784111244328,-0.3798392632772219,15294,1555.8595984885437,137.90068,141.3513
379,Küsnacht (ZH),CH,0.4406830081624959,0.04825180146096763,5373,3418.1664054771754,265.1334,204.43898
380,Thalwil,CH,-0.014888180576313293,-0.24405428042965033,3367,3767.274318619277,322.80933,235.37914
381,Besançon,FR,0.41760125586510316,-0.3895944103556774,25131,2443.362630833441,171.508,150.84471
382,Aldrans,AT,0.5417450396192777,-0.3275415788494492,23275,3260.0175882298095,91.91347,309.52844
383,Zürich,CH,0.4737476041912227,-0.4981014812053165,156657,3184.9399881677805,110.88009,231.13687
385,Seiersberg-Pirka,AT,0.4244196317007596,-0.37834387832955835,53439,2751.7046881789583,126.89804,193.78267
386,Biel/Bienne,CH,0.3358669308640246,-0.5956718576933548,15233,2499.041788749799,116.21514,273.18915
387,Focșani,RO,0.512222698686037,-0.4729112228927639,5157,3547.3219250174834,185.77524,203.1617
388,Luzern,CH,0.44281322690637076,-0.49135468008820576,33953,2570.043766185341,103.72781,246.75052
389,Poitiers,FR,0.2559169858423469,-0.3714732960301942,20648,2062.1422683954283,189.35811,133.79124
390,Galați,RO,0.26441615097823784,-0.3767371910028279,12278,7786.35491904136,359.60266,78.27984
391,Bern,CH,0.5548000185108348,-0.5807451493151847,44365,2696.06179977006,92.76754,225.71915
392,Tulcea,RO,0.5160105816727312,-0.42485725827218535,4636,4293.884682962845,175.55934,91.7513
394,Brașov,RO,0.5292883804389429,-0.40136322632832283,19229,5070.079409931221,250.95657,212.68555
395,Brăila,RO,0.33328447089663454,-0.39403190538918176,8187,5331.161772515045,281.12268,115.28977
396,Thun,CH,0.7102576885733277,0.47724400135581196,386,1246.7008109870785,722.4772,645.4363
397,Arad,RO,0.4660457981304592,-0.4218658033018617,14635,2784.124890862573,177.45825,120.78227
398,La Rochelle,FR,0.13327284137799572,-0.37280623127172285,12632,1873.341392609283,174.83585,127.1473
399,Szeged,HU,0.34138019592988594,-0.47405025366856474,20386,3198.3236302799446,125.120255,150.56718
400,Sibiu,RO,0.5040773201304113,-0.41131934437250733,13494,3595.003530989643,157.32678,335.19193
401,Klagenfurt,AT,0.5913657217199714,-0.4180371539458095,19310,2098.024200896349,161.31505,159.15068
402,Maribor,SI,0.4132065981734296,-0.3394987840614663,19675,2230.4699930223933,89.223175,220.45804
404,Lausanne,CH,0.38559223474441817,-0.36639216133372404,46237,3780.6917937850317,111.44907,148.50859
405,Bolzano - Bozen,IT,0.38017414204317795,-0.5074716772900068,8611,4699.8444869043915,152.28304,334.33667
406,Buzău,RO,0.5315508356323839,-0.44313096091758,6492,4876.288285723078,264.89703,177.60944
408,Pécs,HU,0.614675441288904,-0.26146833715377743,20348,2540.590649088366,171.34073,212.42928
409,Rudicica,RO,0.46770358805352136,-0.5511518374993293,33526,3151.7906256436427,164.26735,158.02275
410,Saint-Julien-en-Genevois,CH,0.1938113109305361,-0.3155730794321411,60772,5158.974145077912,173.18472,202.32278
411,Roanne,FR,0.4449361886399061,-0.289643228996302,13481,1574.4695100251276,182.19655,143.98685
412,Limoges,FR,0.3371327169328748,-0.06477168012696778,26549,2419.669428938729,168.43889,132.67705
413,Ploiești,RO,0.5175127329794225,-0.47573586019587744,13169,4558.852427263293,344.6048,161.75009
414,Ljubljana,SI,0.5399010204976284,-0.5329771175868536,50537,2863.6973651701132,128.20609,236.9616
415,Udine / Udin,IT,0.49538038301417187,-0.4066018159364245,18420,2179.4619143884834,140.53885,235.56293
416,Troian,RO,0.5412773192557483,-0.36819188677181564,7228,4721.200716691553,117.45269,237.5746
417,Valea Voievozilor,RO,0.5349623520860947,-0.06945231158171462,4805,4465.300528142415,261.5696,232.96272
418,Trento,IT,0.5011977928714476,-0.5358836719862209,20026,2298.3624476616887,94.32275,316.71835
419,Lugano,CH,0.4511394288571551,0.07106204066996363,3440,4608.242312370387,239.85588,193.48515
420,Lugano,CH,0.3623519687948569,-0.3971566703134782,14465,2404.0940200269974,102.312325,183.54349
421,Pordenone / Pordenon,IT,0.5073480611189255,-0.2781809164715364,16077,1523.7072931534055,149.36472,258.04608
422,Clermont-Ferrand,FR,0.27931229369087124,-0.40907069045536953,33853,2861.1193882416446,169.19012,175.75009
423,Annecy,FR,0.37280378991061597,-0.4474300273352092,27319,2702.841607022089,103.511284,211.5224
424,Zagreb,HR,0.3793968912631747,-0.4515202833420761,80855,4351.36263794704,137.97269,154.06248
425,Osijek,HR,0.533788022919444,-0.44435303213542204,10445,2797.646461593793,156.53577,126.76419
426,Pitești,RO,0.4887543554041747,-0.3413479550983053,12244,3921.808214613431,154.85182,246.03568
427,Târgu Jiu,RO,0.6023752120357536,-0.2716081192104925,5066,3447.7557208420267,198.74852,202.33925
428,Lecco,IT,0.6260327448451812,-0.5563244565315345,8592,2391.2322320189032,112.50884,341.57632
429,Constanța,RO,0.4680173515038236,-0.38539112806048054,14826,6525.026382228054,257.409,73.819496
430,Varese,IT,0.45393652283467134,-0.33594049764011047,17396,1939.553337735704,123.40322,199.77228
431,Lyon,FR,0.17812569103565318,-0.2958948249515153,148138,4665.406086690892,192.76689,168.96829
432,Como,IT,0.35752912934401265,-0.30164915146806665,22628,1851.9832811283593,199.0967,356.08972
433,Lyon,FR,0.0009810513092915415,-0.46490796283437114,14911,2140.2625581889683,267.3974,204.2773
434,Trieste,IT,0.4052216317255963,-0.32138136945753176,22724,351328.3914843643,126.058464,218.64757
435,Treviso,IT,0.48077003590474404,-0.18478584545653579,13410,2410.4830212488578,158.27953,124.21415
436,Bergamo,IT,0.10770132912487367,-0.34199761807229695,48210,2409.388869940855,199.73842,313.25568
437,Gallarate,IT,0.09704561036650035,-0.4184770552263472,24556,2362.523497556102,310.0177,340.5182
438,Chambéry,FR,0.3820277027058722,-0.32109565201587414,21770,2188.812407443018,167.30777,134.79724
439,Călărași,RO,0.3485740636129427,-0.26595067831581515,4129,4087.9659914264585,176.28676,83.91925
440,Sector 1,RO,0.4120356099011801,-0.42280470820766575,111820,7577.312456640149,223.01472,113.82084
441,Saint-Étienne,FR,0.2877915540671726,-0.24244012947049398,27763,3103.5675217492085,147.9094,149.70366
442,Busto Arsizio,IT,0.3592009057762291,-0.32680804630196997,58200,2394.5848992350952,173.83984,287.8129
443,Vicenza,IT,0.32054681775636584,-0.23536555779055277,14517,2303.6746748779265,152.00186,213.0805
444,Brescia,IT,0.39786700434735073,-0.38181024447116074,44848,2301.711341843437,122.81308,272.53784
445,Venezia,IT,0.17268834565310281,-0.33429470966015223,25721,2897.885110902199,117.179405,127.724174
446,Novara,IT,0.509603877404948,-0.5665980501316731,11147,2986.548926123672,134.06908,234.44449
447,Verona,IT,0.18370631073496282,-0.1589149884582521,24981,3363.312042129588,152.6667,367.66544
448,Rijeka,HR,0.411609138868094,-0.30180805012099865,18265,2745.4033285658566,98.71889,172.7313
449,Venezia,IT,0.3219926895553341,0.12378946921434295,7211,8866.608867155093,96.36439,162.62923
450,Slatina,RO,0.443222968414062,-0.4707330789922087,4592,4312.978238290903,219.77528,175.64139
451,Magheru,RO,0.5439339979227413,-0.052717098015092105,5462,5234.651256073146,175.27496,399.324
452,Padova,IT,0.16591668198595994,-0.2708940821407106,40703,2455.820006682444,123.35803,168.39761
453,Milano,IT,0.3198296759918113,-0.09925297149473629,327511,4457.769527903527,160.16139,259.72318
454,Vigevano,IT,0.7361594801017592,-0.1545375294753972,7652,2290.3809405442994,149.97136,304.2514
455,Bordeaux,FR,0.24797528888783152,-0.131514035496651,119763,2879.168081913318,180.05734,185.53848
456,Grenoble,FR,0.40765451189160457,-0.2336692009248913,59938,3738.790547715697,140.038,153.8422
457,Mofleni,RO,0.32115662738137885,-0.42607936061881785,18244,4877.578163217785,292.47968,171.0935
458,Pavia,IT,0.49053443773884536,-0.5251390810651709,9071,2379.049859970104,77.03539,252.3563
459,Cremona,IT,0.37687476905991035,-0.39184704336815745,7718,2675.7086056272537,113.03694,186.16945
460,Добрич,BG,0.2633587204848128,-0.09687214530822416,7811,3762.4529088820677,201.55966,127.86257
461,Ferrol,ES,0.22649410652608848,-0.09934165097209997,13371,3324.5487221771477,108.51506,228.29886
462,Русе,BG,0.24886192552260028,-0.13646458675788747,10065,5084.341054388434,144.17621,78.07438
463,Valence,FR,0.30180930949466755,-0.4316381020955939,19990,2070.124323103257,192.1825,175.44246
464,Piacenza,IT,0.3852861932914952,-0.35469438465241193,8662,3744.4281449468276,164.37431,397.84253
465,Torino,IT,0.2899532749087964,-0.16148699876134398,99622,5323.10552206671,142.45891,247.45462
466,A Coruña,ES,0.35217795078560366,0.01979628428644576,28466,6945.15667488412,146.459,301.6807
467,Asti,IT,0.4363753195501157,-0.41686814767892616,7211,3142.5046825499644,157.11667,220.35823
468,Alessandria,IT,0.3926320374267967,-0.35607546716277,6930,3289.7646166090954,125.161095,211.15332
469,Ferrara,IT,0.28401990860369536,-0.4395333246866048,16671,2181.955192897801,121.42302,141.01501
470,Parma,IT,0.28348581120050137,-0.42943927270963256,18742,3419.9092698684362,111.745415,147.84454
471,Carpi,IT,0.3552958239354358,-0.34063008052246097,8258,2574.3578477751507,102.97794,110.37946
472,Avilés,ES,0.06756887845185111,-0.3520372958731048,9625,3942.467032932822,113.66148,212.31839
473,Варна,BG,0.41229644822723754,-0.255529027222224,24217,5850.029251598507,183.15747,174.44397
474,Gijón / Xixón,ES,0.17500531373990252,0.024365428093999993,18258,9995.754304202785,118.76016,182.98567
475,Reggio Emilia,IT,0.490600328826662,-0.4332468889488653,19276,2592.794847777188,98.41612,145.17525
476,Шумен,BG,0.41393061640840284,-0.4419748928234177,7680,2928.668098895635,132.89009,141.71681
477,Modena,IT,0.23864457012824494,-0.35870532459972115,18050,3707.307803818921,116.39378,108.73615
478,Oviedo,ES,0.3999731204504819,0.10973542363649814,16735,6831.706221679062,109.90987,253.39853
479,Santiago,ES,0.12879136077085485,-0.39184794316950683,16423,3184.9762536651383,91.22359,267.76865
480,Lugo,ES,0.4417391385751928,-0.0745623066497434,10856,4793.408351125392,161.0669,252.91547
481,Bologna,IT,0.34477335311182267,-0.07382598647586573,48195,3771.206851864396,140.82736,213.61594
482,Плевен,BG,0.5674315552039267,-0.2049118593508413,8236,3808.6626941200943,188.59236,89.203674
483,Ravenna,IT,0.3394773549247722,-0.41420740161048686,11563,2655.129791576714,141.20772,144.34846
484,Genova,IT,0.4867455062319814,-0.07929150519389291,43018,12921480.829167768,127.36922,251.3731
485,Santander,ES,0.243580654888984,-0.1711628466092776,18813,6188.953755828184,103.981544,188.53996
486,Savona,IT,0.5756245684479036,-0.30114593529241623,9345,39951.33140493849,71.77103,300.4225
487,Велико Търново,BG,0.35908742822643674,-0.3423866885561206,7696,3058.5113851523515,89.86494,171.5563
488,Zadar,HR,0.4906145229684476,-0.5071915617530333,9412,2509.3197061335713,144.31271,216.07709
489,Forlì,IT,0.49555033922831354,-0.45509303275045143,11045,2345.381405650534,121.38135,164.26715
490,Pontevedra,ES,0.3606795393450936,-0.17879891093413314,9742,3396.70981931865,91.93259,256.44986
491,Bayonne,FR,0.2841868440562731,-0.18899362572419748,19328,2250.655185576757,173.20367,117.9188
492,La Spezia,IT,0.5162416322239392,-0.10139960912607422,12898,12223.448710213355,91.87393,229.52222
493,Rimini,IT,0.42586478714968234,-0.1498159031341252,15808,6242.976798064515,135.91348,114.56421
494,Avignon,FR,0.3326892550849665,-0.40326831853189465,27255,2217.915712383534,280.8242,161.85764
495,Bilbao,ES,0.2869729549780459,-0.25177806090570876,57918,7837.404192876175,100.69075,361.57205
496,Bayonne,ES,0.4452451298904826,-0.35944233563810263,9857,3132.983413545373,107.39231,245.70721
497,Бургас,BG,0.2218232967326283,-0.31906733035416435,7449,7531.107642076727,175.81248,117.60589
498,Donostia / San Sebastián,ES,0.33076939207324174,-0.19301133695178105,23206,5769.027914048626,80.93696,204.77449
499,Nîmes,FR,0.20792950790216713,-0.18738946795133868,18433,3278.06088700514,209.86403,108.94336
500,Сливен,BG,0.4247666435218294,-0.3819558612582291,8183,3236.282950418792,168.62123,195.43906
501,Vigo,ES,0.3709410169868178,0.027895153142566007,23796,6563.236395280804,134.82297,205.93057
502,Pesaro,IT,0.28719154430525234,-0.1561957525674852,8287,10624.497059396701,145.70038,142.87894
